time,vs,dvs,hs,dist,alt,ang,weight,acc,fuel
548,9.786623625,12,-0.9023155438,-269209.1679,1147.138785,0,189.1928506,1.636341543,24.19285059
549,9.771421166,12,-0.9023155438,-269208.2656,1137.367364,0,189.0835243,1.640810606,24.08352431
550,9.751749645,12,-0.9023155438,-269207.3632,1127.615614,0,188.9751338,1.627699499,23.97513378
551,9.74518923,12,-0.9023155438,-269206.4609,1117.870425,0,188.8682183,1.606457991,23.86821828
552,9.759870324,12,-0.9023155438,-269205.5586,1108.110555,0,188.7624496,1.590116561,23.76244962
553,9.790892848,12,-0.9023155438,-269204.6563,1098.319662,0,188.6569962,1.586263549,23.6569962
554,9.825768384,12,-0.9023155438,-269203.754,1088.493893,0,188.5511331,1.593320696,23.55113306
555,9.853586773,12,-0.9023155438,-269202.8517,1078.640307,0,188.4446618,1.603379399,23.44466176
556,9.871346459,12,-0.9023155438,-269201.9493,1068.76896,0,188.3379134,1.608462716,23.33791341
557,9.884022827,12,-0.9023155438,-269201.047,1058.884937,0,188.2314182,1.605556321,23.2314182
558,9.899605592,12,-0.9023155438,-269200.1447,1048.985332,0,188.1255184,1.597478138,23.12551842
559,9.923266538,12,-0.9023155438,-269199.2424,1039.062065,0,188.0201812,1.589881833,23.02018122
560,9.95452379,12,-0.9023155438,-269198.3401,1029.107541,0,187.9150888,1.587075006,22.91508877
561,9.988587869,12,-0.9023155438,-269197.4378,1019.118954,0,187.8098919,1.589541272,22.80989193
562,10.02018568,12,-0.9023155438,-269196.5355,1009.098768,0,187.7044333,1.594392738,22.70443327
563,10.04693203,12,-0.9023155438,-269195.6331,999.0518358,0,187.5988038,1.597874382,22.59880379
564,10.07019673,12,-0.9023155438,-269194.7308,988.9816391,0,187.4932309,1.597916961,22.49323094
565,10.09341885,12,-0.9023155438,-269193.8285,978.8882202,0,187.387903,1.595106436,22.38790299
566,10.1194515,12,-0.9023155438,-269192.9262,968.7687687,0,187.2828542,1.591770584,22.28285423
567,10.14882,12,-0.9023155438,-269192.0239,958.6199487,0,187.1779718,1.59014015,22.17797185
568,10.17981894,12,-0.9023155438,-269191.1216,948.4401298,0,187.0730955,1.590939888,22.07309551
569,10.21001814,12,-0.9023155438,-269190.2192,938.2301117,0,186.9681277,1.593221569,21.96812768
570,10.23793565,12,-0.9023155438,-269189.3169,927.992176,0,186.8630821,1.59529859,21.86308207
571,10.26377615,12,-0.9023155438,-269188.4146,917.7283999,0,186.7580515,1.595967339,21.75805149
572,10.28894789,12,-0.9023155438,-269187.5123,907.439452,0,186.6531318,1.595178627,21.6531318
573,10.31490835,12,-0.9023155438,-269186.61,897.1245436,0,186.5483591,1.593838621,21.54835908
574,10.34220881,12,-0.9023155438,-269185.7077,886.7823348,0,186.4436978,1.593037933,21.44369775
575,10.37030997,12,-0.9023155438,-269184.8053,876.4120248,0,186.339077,1.593314459,21.33907699
576,10.39813459,12,-0.9023155438,-269183.903,866.0138903,0,186.2344427,1.59441537,21.23444273
577,10.42485831,12,-0.9023155438,-269183.0007,855.5890319,0,186.1297887,1.595613067,21.12978872
578,10.45038432,12,-0.9023155438,-269182.0984,845.1386476,0,186.0251508,1.596264327,21.02515085
579,10.47525908,12,-0.9023155438,-269181.1961,834.6633885,0,185.9205756,1.59620643,20.92057559
580,10.50019174,12,-0.9023155438,-269180.2938,824.1631968,0,185.8160878,1.595767559,20.81608784
581,10.52556326,12,-0.9023155438,-269179.3915,813.6376335,0,185.711679,1.595459553,20.71167896
582,10.5512428,12,-0.9023155438,-269178.4891,803.0863907,0,185.6073188,1.595612042,20.60731878
583,10.57676984,12,-0.9023155438,-269177.5868,792.5096209,0,185.5029792,1.596194704,20.50297918
584,10.60171422,12,-0.9023155438,-269176.6845,781.9079067,0,185.3986518,1.596905853,20.3986518
585,10.62594745,12,-0.9023155438,-269175.7822,771.2819592,0,185.2943496,1.597419089,20.2943496
586,10.64966745,12,-0.9023155438,-269174.8799,760.6322918,0,185.1900944,1.597598624,20.19009436
587,10.67320791,12,-0.9023155438,-269173.9776,749.9590839,0,185.0859009,1.597550309,20.08590094
588,10.69679668,12,-0.9023155438,-269173.0752,739.2622872,0,184.981769,1.597506772,19.98176898
589,10.72042899,12,-0.9023155438,-269172.1729,728.5418582,0,184.8776861,1.597652468,19.87768611
590,10.74391561,12,-0.9023155438,-269171.2706,717.7979426,0,184.7736383,1.598013206,19.77363834
591,10.76704149,12,-0.9023155438,-269170.3683,707.0309011,0,184.6696194,1.598469415,19.66961945
592,10.78971116,12,-0.9023155438,-269169.466,696.24119,0,184.5656337,1.598861156,19.56563365
593,10.81198909,12,-0.9023155438,-269168.5637,685.4292009,0,184.4616909,1.599099503,19.46169093
594,10.83402867,12,-0.9023155438,-269167.6614,674.5951722,0,184.3577995,1.599210865,19.35779951
595,10.85595689,12,-0.9023155438,-269166.759,663.7392153,0,184.2539609,1.599298069,19.25396095
596,10.8777979,12,-0.9023155438,-269165.8567,652.8614174,0,184.1501704,1.599459078,19.15017043
597,10.89947791,12,-0.9023155438,-269164.9544,641.9619395,0,184.0464212,1.599724088,19.0464212
598,10.92089291,12,-0.9023155438,-269164.0521,631.0410466,0,183.9427094,1.600048485,18.9427094
599,10.94198351,12,-0.9023155438,-269163.1498,620.0990631,0,183.8390362,1.60035585,18.83903615
600,10.96276674,12,-0.9023155438,-269162.2475,609.1362963,0,183.7354059,1.600593716,18.73540594
601,10.98331211,12,-0.9023155438,-269161.3451,598.1529842,0,183.6318232,1.600763367,18.63182317
602,11.00368783,12,-0.9023155438,-269160.4428,587.1492964,0,183.5282894,1.600909052,18.52828939
603,11.02391786,12,-0.9023155438,-269159.5405,576.1253785,0,183.4248029,1.601081118,18.42480286
604,11.04397583,12,-0.9023155438,-269158.6382,565.0814027,0,183.3213604,1.601301946,18.32136042
605,11.06381297,12,-0.9023155438,-269157.7359,554.0175897,0,183.2179599,1.601556437,18.2179599
606,11.08339562,12,-0.9023155438,-269156.8336,542.9341941,0,183.1146014,1.601808775,18.11460144
607,11.10272593,12,-0.9023155438,-269155.9313,531.8314682,0,183.011287,1.602029705,18.01128703
608,11.12183531,12,-0.9023155438,-269155.0289,520.7096329,0,182.908019,1.602214536,17.90801902
609,11.14075986,12,-0.9023155438,-269154.1266,509.568873,0,182.8047985,1.602381759,17.8047985
610,11.15951718,12,-0.9023155438,-269153.2243,498.4093558,0,182.701625,1.602556703,17.70162499
611,11.17809956,12,-0.9023155438,-269152.322,487.2312563,0,182.598497,1.602753649,17.59849703
612,11.196485,12,-0.9023155438,-269151.4197,476.0347713,0,182.4954135,1.60296844,17.49541349
613,11.21465564,12,-0.9023155438,-269150.5174,464.8201156,0,182.3923743,1.603184551,17.39237425
614,11.23261018,12,-0.9023155438,-269149.615,453.5875055,0,182.2893802,1.603386212,17.28938025
615,11.25036305,12,-0.9023155438,-269148.7127,442.3371424,0,182.1864327,1.603568681,17.1864327
616,11.26793345,12,-0.9023155438,-269147.8104,431.069209,0,182.0835323,1.603739412,17.08353234
617,11.28533313,12,-0.9023155438,-269146.9081,419.7838758,0,181.9806791,1.603910973,16.9806791
618,11.30256124,12,-0.9023155438,-269146.0058,408.4813146,0,181.8778724,1.60409184,16.87787238
619,11.31960848,12,-0.9023155438,-269145.1035,397.1617061,0,181.7751116,1.604281535,16.77511159
620,11.33646603,12,-0.9023155438,-269144.2012,385.8252401,0,181.6723966,1.604472537,16.67239664
621,11.35313258,12,-0.9023155438,-269143.2988,374.4721075,0,181.569728,1.604656519,16.56972796
622,11.36961515,12,-0.9023155438,-269142.3965,363.1024923,0,181.4671062,1.604830023,16.46710622
623,11.38592421,12,-0.9023155438,-269141.4942,351.7165681,0,181.3645319,1.604995906,16.36453189
624,11.40206739,12,-0.9023155438,-269140.5919,340.3145008,0,181.262005,1.605160352,16.26200503
625,11.41804612,12,-0.9023155438,-269139.6896,328.8964546,0,181.1595254,1.605328198,16.15952543
626,11.43385701,12,-0.9023155438,-269138.7873,317.4625976,0,181.0570928,1.605499964,16.05709281
627,11.44949613,12,-0.9023155438,-269137.8849,306.0131015,0,180.9547071,1.605672274,15.95470713
628,11.46496294,12,-0.9023155438,-269136.9826,294.5481386,0,180.8523686,1.605840788,15.85236862
629,11.48026123,12,-0.9023155438,-269136.0803,283.0678773,0,180.7500776,1.606003273,15.75007764
630,11.49539705,12,-0.9023155438,-269135.178,271.5724803,0,180.6478345,1.606160738,15.64783449
631,11.51037539,12,-0.9023155438,-269134.2757,260.0621049,0,180.5456393,1.606316216,15.5456393
632,11.52519826,12,-0.9023155438,-269133.3734,248.5369066,0,180.443492,1.606472406,15.44349199
633,11.53986494,12,-0.9023155438,-269132.471,236.9970417,0,180.3413925,1.606629937,15.34139248
634,11.55437409,12,-0.9023155438,-269131.5687,225.4426676,0,180.2393407,1.606787316,15.23934074
635,11.56872586,12,-0.9023155438,-269130.6664,213.8739417,0,180.1373369,1.606942297,15.13733691
636,11.58292265,12,-0.9023155438,-269129.7641,202.2910191,0,180.0353812,1.607093527,15.03538123
637,11.5969682,6,-0.9023155438,-269128.8618,190.6940509,0,179.9334739,1.607241308,14.93347389
638,11.61086598,6,-0.9023155438,-269127.9595,179.0831849,0,179.8315665,1.608152103,14.83156655
639,11.62385296,6,-0.9023155438,-269127.0572,167.459332,0,179.6889485,2.252375511,14.68894847
640,10.99261654,6,-0.9023155438,-269126.1548,156.4667154,0,179.5052591,2.903984703,14.50525914
641,9.709770918,6,-0.9023155438,-269125.2525,146.7569445,0,179.3130337,3.042191658,14.3130337
642,8.288718345,6,-0.9023155438,-269124.3502,138.4682262,0,179.1495604,2.589516667,14.14956038
643,7.320340763,6,-0.9023155438,-269123.4479,131.1478854,0,179.0303474,1.889662813,14.03034744
644,7.051817034,6,-0.9023155438,-269122.5456,124.0960684,0,178.9417177,1.405580152,13.94171767
645,7.267375967,6,-0.9023155438,-269121.6433,116.8286924,0,178.854376,1.385829142,13.85437596
646,7.50268591,6,-0.9023155438,-269120.7409,109.3260065,0,178.7453691,1.730639306,13.74536911
647,7.393185688,6,-0.9023155438,-269119.8386,101.9328208,0,178.612213,2.115618891,13.61221303
648,6.898705882,6,-0.9023155438,-269118.9363,95.03411491,0,178.4709139,2.246775753,13.47091386
649,6.273069214,6,-0.9023155438,-269118.034,88.76104569,0,178.3418582,2.053578994,13.34185818
650,5.840629305,6,-0.9023155438,-269117.1317,82.92041639,0,178.235078,1.700141429,13.235078
651,5.76162696,6,-0.9023155438,-269116.2294,77.15878943,0,178.1449461,1.435794901,13.14494614
652,5.946971144,6,-0.9023155438,-269115.3271,71.21181829,0,178.0563721,1.411680842,13.05637209
653,6.156429387,6,-0.9023155438,-269114.4247,65.0553889,0,177.9564481,1.59346876,12.95644812
654,6.184099712,6,-0.9023155438,-269113.5224,58.87128919,0,177.8427582,1.81415018,12.84275823
655,5.991088617,6,-0.9023155438,-269112.6201,52.88020057,0,177.7232374,1.908477793,12.72323736
656,5.703749909,2,-0.9023155438,-269111.7178,47.17645066,0,177.6090299,1.824807225,12.6090299
657,5.500081768,2,-0.9023155438,-269110.8155,41.67636889,0,177.4948224,1.825981381,12.49482244
658,5.295239472,2,-0.9023155438,-269109.9132,36.38112942,0,177.3626721,2.114431733,12.36267209
659,4.801946823,2,-0.9023155438,-269109.0108,31.5791826,0,177.2138359,2.383409178,12.21383586
660,4.03967673,2,-0.9023155438,-269108.1085,27.53950587,0,177.0642798,2.396959788,12.06427976
661,3.263856028,2,-0.9023155438,-269107.2062,24.27564984,0,176.9309474,2.138550311,11.93094736
662,2.746444801,2,-0.9023155438,-269106.3039,21.52920504,0,176.8195832,1.787321539,11.8195832
663,2.580262347,2,-0.9023155438,-269105.4016,18.94894269,0,176.7221702,1.564275884,11.72217022
664,2.637125548,2,-0.9023155438,-269104.4993,16.31181714,0,176.6242421,1.573420013,11.6242421
665,2.68484462,2,-0.9023155438,-269103.597,13.62697252,0,176.5155346,1.74768953,11.51553457
666,2.558294175,2,-0.9023155438,-269102.6946,11.06867835,0,176.3961503,1.920638368,11.39615029
667,2.258794892,2,-0.9023155438,-269101.7923,8.809883457,0,176.2746926,1.955341911,11.27469258
668,1.924592066,2,-0.9023155438,-269100.89,6.885291391,0,176.1608779,1.833481206,11.16087788
669,1.712249945,2,-0.9023155438,-269099.9877,5.173041446,0,176.0585379,1.649588581,11.05853794
670,1.683800449,2,-0.9023155438,-269099.0854,3.489240997,0,175.9637556,1.528592682,10.9637556
671,1.776346852,2,-0.9023155438,-269098.1831,1.712894146,0,175.8686367,1.534850929,10.86863666
672,1.862635007,2,-0.9023155438,-269097.2807,-0.1497408618,0,175.7672675,1.636648153,10.76726752
